,user,content,prediction
846,TysonFoods,Dr Claudia Coplein Chief Medical Officer talked NPR vaccination efforts like providing free onsite clinics translation services oneonone meetings team members address questions concerns Listen,B
847,TysonFoods,Hi Madisson Thank note Please reach consumer experts best answers concerning products,B
848,TysonFoods,Independent rancher Brian Weaver feels fortunate able wake work loves every day Watch share dedication raising cattle impacted life,B
849,TysonFoods,An unprecedented year calls unprecedented response In 2020 gave 124 million meals need communities – weve ever given away year company ’ 85year history,B
850,TysonFoods,Last week celebrated grand opening new complex Humboldt Tennessee first new poultry facility 25 years Learn complex ’ economic benefits community impact herelink,B
851,TysonFoods,Hi Camden – Thank note Please reach consumer experts best answers concerning products,B
852,TysonFoods,Hi Marian – Thank bringing attention We would like learn experience Please text call us 18002336332,B
853,TysonFoods,The way shop groceries fresh meats changing Learn ’ using artificial intelligence technology optimize presentation products digital shelf,B
854,TysonFoods,Tomorrow National Farm Animals Day ’ committed leader animal welfare Learn team animal welfare specialists ensure bestinclass practices,B
855,TysonFoods,Were passionate good communities live work – team Thats match volunteer hours Giving Together program NationalVolunteerMonth,B
856,TysonFoods,Today WorldHealthDay2021 – health safety team members top priority yearround Learn vaccination progress ’ expanding worksite healthcare services,B
857,TysonFoods,Our animal welfare research team works continuously promote natural behaviors ensure health happiness chickens care Learn team members Research Farm creating positive impact new enrichments,B
858,TysonFoods,Nutritionists like Molly Miller help develop Tyson Foods products meet needs protein part healthy diet Learn nutrient need,B
859,TysonFoods,At Tyson Foods believe equality That ’ ’ proud part HRC ’ Business Coalition Equality Act support federal legislation provides basic protections LGBTQ people provided protected groups federal law,B
860,TysonFoods,Thanks note Rico Please reach consumer experts best answers concerning products,B
861,TysonFoods,We appreciate notifying us experience drivers We take safety seriously Tyson Foods forward complaint Hauling division Thank,B
862,TysonFoods,As look back Womens History Month members Women ’ Business Resource Group talk sources inspiration women motivated along way Learn,B
863,TysonFoods,Hi Megan – Thank bringing attention We would like learn experience Please text call us 18002336332,B
864,TysonFoods,We stand Asian American Pacific Islander communities allies neighbors fellow team members StopAsianHate,B
865,TysonFoods,Were glad part,B
866,TysonFoods,Earlier month partnered Texas Restaurant Association organizations distribute several thousand pounds food restaurant workers families Learn,B
867,TysonFoods,We appreciate kind words,A
868,TysonFoods,For kept nation running safety comes first Thats ’ working provide convenient access COVID vaccine Tyson Foods team members want,B
869,TysonFoods,According 2020 study Statista American farmer feeds 160 people also much Today recognize celebrate big part agriculture plays lives Thanks hardworking people work feed world Happy NationalAgDay,B
870,TysonFoods,We ’ like thank partners helping build sustainable future us We ’ continue work alongside organizations like ensure responsible equitable access clean water WorldWaterDay2021,B
871,TysonFoods,Let ’ help Turn Tables restaurants ordering 324 We ’ donate 10 NRAEF every IG Twitter post including TheGreatAmericanTakeout TysonIs4Takeout 25000 Read,A-
872,TysonFoods,Hey Aiden Please reach consumer experts best answers concerning products,B
873,TysonFoods,We hope great St Patricks Day Annie Were glad could help celebrate,B
874,TysonFoods,The Annual Meat Conference represents best bright meat industry We look forward hearing experts across industry – including Tyson Foods ’ Kent Harrison VP marketing Fresh Meats team Register AMC,B
875,TysonFoods,We ’ working offer free convenient access COVID19 vaccine team members want For team members chosen vaccine families coworkers peace mind Read,B
876,TysonFoods,Team members like Leigh Ann spearheading sustainability efforts working make difference sustainably responsibly feed world together,B
877,TysonFoods,When comes nutrition protein know ’ lot information For National Nutrition Month asked lead registered dietician nutritionist answer common questions,B
878,TysonFoods,Hi Katrina Please reach consumer experts best answers concerning products,B
879,TysonFoods,Hey Katlynn Please reach consumer experts inquire voucher,B
880,TysonFoods,Today kicks Future FoodTech global leaders food industry come together discuss future industry Tyson Ventures Director Rahul Ray speak today pandemic impacted investment strategies Learn,C
881,TysonFoods,We ’ working make COVID19 vaccine available team members want – wouldnt possible without partners like Matrix Medical local health departments communities,B
882,TysonFoods,Amy Tu president Tyson Ventures team Tyson Foods general counsel speaks importance innovation sustainability fostering female entrepreneurship food industry IWD2021,B
883,TysonFoods,We want recognize unseen work women past year beyond This International Women ’ Day celebrate women food system choosetochallenge us create good equal world,B
884,TysonFoods,Its Employee Appreciation Day would like say thank Tyson Foods team members inspire us – communities – every single day,B
885,TysonFoods,Learn ’ working ensure frontline team members access free onsite COVID19 vaccinations,B
886,TysonFoods,We ’ happy partner supporting efforts keep communities families Texas fed Read,B
887,TysonFoods,We ’ committed health safety team members ’ ’ offering free onsite COVID19 vaccinations Iowa plants week,B
888,TysonFoods,March National Nutrition Month ’ proud support food banks pantries like Second Harvest important work bring good food communities,B
889,TysonFoods,Were glad could help,B
890,TysonFoods,Hi John – Thank bringing attention We would like learn experience Please text call us 18002336332,B
891,TysonFoods,The work equity inclusion diversity doesnt end We always aspire good Were pleased announce 2021 Corporate Equality Index rating improved last year even continue build company culture everyone place table,B
892,TysonFoods,Were dedicated reducing carbon footprint providing sustainable protein Learn reassessing energy systems low emissions,B
893,TysonFoods,We believe sustainability must addressed areas food production Learn setting standards eliminate deforestation global supply chains,B
894,TysonFoods,We ’ committed longterm conservation efforts food production ’ ’ working cattle producers establish clear sustainable initiatives practices nationwide,B
895,TysonFoods,I exceptionally proud global team contributions strong result said Dean Banks President amp CEO Tyson Foods Read full media release first quarter earnings,B
896,TysonFoods,Protecting natural resources essential future food farming Learn assessing water usage enhance water sustainability generations come,B
897,TysonFoods,Hi Jess Thank bringing attention We would like learn experience Please text call us 18002336332,B
898,TysonFoods,Were honored named among MostAdmiredCos More importantly know reflection hard work passion dedication farming families team members around world bring work every single day,B
899,TysonFoods,Hi Madi Thank bringing attention We would like learn experience Please text call us 18002336332,B
900,MarathonPetroCo,Kicking good cause Recently 140 employees community members participated kickball fundraiser hosted Marathon Petroleums Galveston Bay refinery raising 20000 Ronald McDonald House Galveston MPCGives,D
901,MarathonPetroCo,Do know bats live 🦇 It ’ question posed one employees kids last summer Find answer question led much 👇,B
902,MarathonPetroCo,MarathonPetroleum ’ Detroit refinery helping residents community find comfortable spot rest wait bus MPCGives DetroitStrong Check ⤵️,B
903,MarathonPetroCo,Good morning 🌅 Here ’ hoping great weekend FridayFeeling ✌️,B
904,MarathonPetroCo,On chilly fall day Tam O ’ Shanter Park Canton Ohio two dozen employee volunteers MarathonPetroleum ’ nearby refinery spent day planting close 1000 trees 🌳🌳🌳 MPCGives ProudToBeMPC Learn More ⤵,C
905,MarathonPetroCo,A recordbreaking year charitable giving 2021 Marathon Classic presented Dana I Full Story ⤵️,B
906,MarathonPetroCo,MarathonPetroleums Catlettsburg Kentucky refinery presents local Goodwill 15000 grant MPCGives Learn More ⤵️,B
907,MarathonPetroCo,WATCH Onemillionpound project completed Robinson Illinois refinery Timelapse 📽️,B
908,MarathonPetroCo,Virent ’ biobased fuel used historic commercial passenger flight using 100 sustainable aviation fuel SAF Learn critical component made 100 SAF possible⤵️,A-
909,MarathonPetroCo,Marathon ’ subsidiary Virent one part growing renewables portfolio Step board yesterday ’ historic flight get look inside Virent ’ facility ⬇️,B
910,MarathonPetroCo,We proud part unprecedented flight ✈️,A-
911,MarathonPetroCo,At MarathonPetroleum ’ challenging lead sustainable energy subsidiary Virent helping us meet challenge Virent ’ proprietary technology makes possible produce SAF 100 renewable 100 compatible today ’ aviation fleet,B
912,MarathonPetroCo,For first time aviation history flying aircraft full passengers using 100 sustainable aviation fuel SAF We proud part unprecedented flight,A-
913,MarathonPetroCo,ProudToBeMPC,B
914,MarathonPetroCo,Today November 30 2021 National Day Giving GivingTuesday At MPC giving back supporting local communities part We serve communities yearround volunteerism financial investments make real difference MPCGives,B
915,MarathonPetroCo,Marathon Petroleum ’ Anacortes refinery continues grow partnership local elementary school Learn More ⤵️,B
916,MarathonPetroCo,From us Marathon Petroleum wish family safe happy Thanksgiving,B
917,MarathonPetroCo,How spending Thanksgiving holiday,B
918,MarathonPetroCo,Across country people donating time money clothing food help less fortunate communities ⤵️ MPCGives,B
919,MarathonPetroCo,Celebrating Resiliency amp Brighter Tomorrow MPCGives ProudToBeMPC LouisianaStrong💪,B
920,MarathonPetroCo,LouisianaStrong 💛,B
921,MarathonPetroCo,This year State Alaska selected 3 companies consideration US Dept Defense ’ 2021 Freedom Award MarathonPetroleum ’ Kenai refinery made national Top 30 8000 nominees chosen members military Learn More ⤵️,B
922,MarathonPetroCo,Today MPC PRIDE Employee Network recognizes Transgender Day Remembrance honors Transgender people lost lives antitransgender violence To learn Transgender Day Remembrance visit TDOR,B
923,MarathonPetroCo,Marathon Petroleum ’ Garyville refinery announces nearly 2 million recent community investments LouisianaStrong 💛 MORE ⤵️,B
924,MarathonPetroCo,FlashbackFriday ⛽️,B
925,MarathonPetroCo,MarathonPetroleum refineries saved 570 million gallons freshwater 2020 amp getting started MPCSustainability 🌿 Learn Marathon targeting reduce freshwater withdrawal intensity 20 2030 2020 Sustainability Report ⤵️,B
926,MarathonPetroCo,Marathon Petroleum ’ St Paul Park refinery growing partnership Dodge Nature Center new workforce development grant helps pave way diverse workforce MPCGives ProudToBeMPC MarathonPetroleum Learn ⤵,B
927,MarathonPetroCo,This VeteransDay thank brave men women sacrificed lives served protect country freedoms Happy Veterans Day us MarathonPetroleum,C
928,MarathonPetroCo,Our Detroit refinery partnered create clean community MPC employees volunteered twice month six months pick trash around nearby highway refinery fence 30 volunteers event logged nearly 300 hours service ProudtobeMPC,B
929,MarathonPetroCo,What great night Monday Nov 8 2021 Northern Utah STEM Expo presented Marathon Petroleum amp STEMDay MPCGives,B
930,MarathonPetroCo,November 8 nationally known STEMDay day recognize science technology engineering art mathematics education At MPC work yearround advance thriving communities workforce development across areas operate,B
931,MarathonPetroCo,MPC employees passionate giving time talents address issues facing world today We support passion matching employee donations dollarfordollar eligible nonprofits Learn MPCSustainability,B
932,MarathonPetroCo,Remember set clocks back one hour weekend Daylight Saving Time ends 2AM Sunday November 7 2021 FallBack DaylightSavingTime,B
933,MarathonPetroCo,“ Watching students achieve goals amp build confidence amazing ” Read financial support Martinez Renewable Fuels signature STEM program changing future career paths ⬇️,B
934,MarathonPetroCo,Happy Diwali MPC Asian Employee Network May glow joy prosperity happiness illuminate life home Diwali2021,B
935,MarathonPetroCo,Consistent core values approach work high commitment safety focus care environment ProudToBeMPC,B
936,MarathonPetroCo,ProudtoBeMPC Find MarathonPetroleums team Mandan worked America make wish come true NorthDakota teen battling cancer⤵️,B
937,MarathonPetroCo,Not sure career path might right Join free webinar TONIGHT November 3 7 pm ET learn employment opportunities within energy industry featuring MarathonPetroleum Register ➡️ USOTransitions,B
938,MarathonPetroCo,Marathon Petroleums Anacortes refinery named CHOW Cutting Hunger Weekends Champion Skagit County Washington second year row ProudToBeMPC FULL STORY ⤵️,B
939,MarathonPetroCo,Today Hispanic community amp members FAMILIA MPCs Hispanic Employee Network celebrating Dia de los Muertos DayOfTheDead Nov 12 The celebration honors family friends passed creating altar known ofrenda photos offerings,B
940,MarathonPetroCo,MarathonPetroleum closing DiversityMonth employee video series MPC employee Jonathan Jackson VP GampP Operations Denver office shares motivates continue champion inclusive behaviors workplace ⤵️ DiversityAndInclusion,A
941,MarathonPetroCo,Wishing Safe amp HappyHalloween🎃 us MarathonPetroleum,B
942,MarathonPetroCo,A message team MarathonPipeLine Dont afraid Call811 dig 🎃 HappyHalloween EarningYourTrust,B
943,MarathonPetroCo,“ We extremely grateful MarathonPetroleum granting us money build beautiful space day treatment students amp clients Joe French CEO Child Adolescent Behavioral Health Full Story ⤵️ via,B
944,MarathonPetroCo,Today NationalFirstRespondersDay day honor brave women amp men put lives line every day keep others safe Read team Kentucky helping make communities safe investments public safety ⤵,B
945,MarathonPetroCo,MarathonPetroleum continuing celebrate DiversityMonth MPC employee Regina Zolnor Safety PSM amp Emergency Preparedness Director Findlay Ohio campus shares motivates continue champion inclusive behaviors workplace ⤵️,B
946,MarathonPetroCo,Marathon ’ Martinez Renewable Fuels team recently donated 5000 Concord Police Dept support annual Bike Rodeo The event provides bikes helmets underserved children community along wfree haircuts dental checkups MPCGives,B
947,MarathonPetroCo,Wearing form pink matter time year raise awareness breastcancer More MPC employee Juliana Robinson ⬇️ BreastCancerAwarenessMonth,B
948,MarathonPetroCo,ProudToBeMPC,B
949,MarathonPetroCo,HONOR MarathonPetroleum ’ Veterans Employee Network Well ALL Ways team Findlay Ohio hosted first Spirit Freedom 5K race raised 25000 Learn ⤵️,B
950,MarathonPetroCo,ProudToBeMPC Learn recent donation Kenaitze Indian Tribe Alaska “ It ’ honor provide investment alongside many key community partners ” Full Story ⤵️,C
951,MarathonPetroCo,As continue celebrate DiversityMonth Hear employee Robert Atkinson Products Control Manager MPCs Garyville refinery time saw firsthand true meaning phrase good together addressing business challenge,B
952,MarathonPetroCo,NewProfilePic,B
953,MarathonPetroCo,,B
954,MarathonPetroCo,Fall nights terminal Charlotte NC Proud fuel QueenCity MarathonPetroleum,B
955,MarathonPetroCo,Important work happening Detroit amp working together provide young people MotorCity opportunities improve community DetroitOne DetroitStrong MPCGives,B
956,MarathonPetroCo,MPCs Findlay employees top 12500 total volunteer hours logged already 2021 Read late efforts Ohio engage hometown employees MPCGives ProudToBeMPC ⤵️,B
957,MarathonPetroCo,Were proud invest critical programs Building El Pasos future together,B
958,MarathonPetroCo,1000 The number pulled pork sandwiches menu items employees Galveston Bay Texas refinery recently served Galveston County Fall Festival BBQ Cookoff ProudToBeMPC TexasStrong Our Team ⤵️,C
959,MarathonPetroCo,MPC employees wearing purple today observance Spirit Day We help end bullying harassment LGBTQ youth experience Visit learn take antibullying pledge SpiritDay,B
960,MarathonPetroCo,Marathon Petroleum Conference teamed multiyear partnership features Marathon brand Official Fuel BigTenConference presenting sponsor Learn ⤵,C
961,MarathonPetroCo,MarathonPetroleum continuing celebrate Diversity Month Hear employee Monica Mora Advanced Sr Quality Professional San Antonio office perspectives experiences contribute addressing business challenges DiversityMonth ProudToBeMPC,B
962,MarathonPetroCo,Flying future ✈️ We ’ excited part star team • • • 💪,B
963,MarathonPetroCo,✈️✈️✈️,B
964,MarathonPetroCo,As continue investing sustainable energydiverse future subsidiary Virent helping power people ’ lives Just last week one Virent ’ patented biofuels used commercial airliner test 100 sustainable aviation fuel ⬇️,B
965,MarathonPetroCo,As continue investing sustainable energydiverse future Martinez Renewable Fuels project convert former petroleum refinery renewable fuels facility amp environmental impact report big step along way Learn More ⤵️,B
966,MarathonPetroCo,Marathon Petroleums Martinez Renewable Fuels team helps fund STEM education ➡️ MPGGives ProudToBeMPC Learn More ➡️,B
967,MarathonPetroCo,Congratulations 2021 Diverse Small Business Champion Power Up Fitness Findlay DiversityMonth,B
968,MarathonPetroCo,The team Detroit refinery proving Marathon Petroleum DetroitStrong MPCGives Learn more⤵️,B
969,MarathonPetroCo,Theres still time register weekends event benefiting ⤵️,B
970,MarathonPetroCo,Thank farmers put food tables Help keep communities safe remembering call811 dig rip till plow FarmersDay MarathonPipeLine,B
971,MarathonPetroCo,LouisianaStrong💛,B
972,MarathonPetroCo,Marathon Petroleum PRIDE employee network celebrating NationalComingOutDay today raise awareness coming experience show support LGBTQ employees ProudToBeMPC,B
973,MarathonPetroCo,For second time year employees MPC ’ headquarters Findlay Ohio volunteered local Days Caring event hosted United Way Hancock County MPCGives ProudToBeMPC Learn ⤵️,B
974,MarathonPetroCo,Raymond Ballard engineer Kenai Alaska refinery recently named 2021 Rising Star Alaska Oil Gas Association achievements oil gas industry ProudToBeMPC Learn ⤵️,B
975,MarathonPetroCo,Fueling MusicCity 🎵 Thanks sharing ProudToBeMPC,B
976,MarathonPetroCo,Volunteers MarathonPetroleums Los Angeles refinery helping bring back local Halloween tradition families canceled 2020 due COVID19 MPCGives Halloween2021 🎃 Learn ⤵️,B
977,MarathonPetroCo,Grants amp employee volunteers coordinated MPCs El Paso refinery making possible lowincome elderly amp disabled residents two communities live safe healthy home environments MPCGives ElPasoStrong Learn ⤵,B
978,MarathonPetroCo,Members allies MPCs Womens Employee Network ARISE BreastCancerAwarenessMonth,B
979,MarathonPetroCo,October BreastCancerAwarenessMonth Members allies Women ’ Employee Network ARISE wearing pink show support fighting breast cancer To learn Breast Cancer Awareness Month visit NeverGiveUp Hope,B
980,MarathonPetroCo,Employees MPCs Mandan North Dakota refinery spent full day participating recent Day Caring event hosted Missouri Slope Areawide United Way MPCGives ProudToBeMPC,B
981,MarathonPetroCo,Playing FORE🏌️‍♂️a good cause Great work Team ProudToBeMPC,B
982,MarathonPetroCo,HispanicHeritageMonth observed annually recognize achievements made Hispanic Americans whose ancestry traces back Spain Mexico Caribbean Central South America This year ’ national theme Esperanza A Celebration Hispanic Heritage Hope,B
983,MarathonPetroCo,The Ohio Valley members Women Maritime Operations WIMOs participated third annual Living Lands amp Waters Ohio River cleanup Cincinnati summer WIMOS ProudToBeMPC MarathonPetroleum 💯 Learn More ⤵️,B
984,MarathonPetroCo,As relief recovery efforts continue proud people many impacted storm come together help friends neighbors stabilize rebuild HurricaneIda LouisianaStrong ProudToBeMPC,B
985,MarathonPetroCo,Marathon Petroleum HONOR company ’ Veterans Employee Network chapter Findlay Ohio hosting 5K race 9 October 16 Riverside Park Findlay Register Spirit Freedom Run Walk Ruck K9FW Veterans 🇺🇸,B
986,MarathonPetroCo,Our team Martinez Renewable Fuels recently donated 25000 El Dorado Community Foundation ’ CaldorFire Fund directly supporting local families impacted ongoing wildfire N California Learn relief fund MPCGives,B
987,MarathonPetroCo,MPC Training Supervisor Brock Carter paralyzed chest 2015 following 4wheeler accident Little Sahara sand dunes Utah Find Brocks helping others experience outdoors like never ⤵️,B
988,MarathonPetroCo,Today TalkLikeAPirateDay ⤵ Whether ye diggin fer buried loot plantin new tree sure call 811 first — keep ye n yer family safe Call811 EarningYourTrust MarathonPipeLine Learn More,B
989,MarathonPetroCo,Nice catch Hank 🎣 And even good photo 📸,B
990,MarathonPetroCo,Find 100000 investment Diablo Valley College employees MPCs Martinez Renewable Fuels facility benefit current future students years come MPCGives ProudToBeMPC MarathonPetroleum Learn ⤵,C
991,MarathonPetroCo,We support working together advance deployment carboncapture amp storage technology Houston Read ⤵️,B
992,MarathonPetroCo,Many road trips year made possible 2 million miles paved roads built men women construction industry supported asphalt products MarathonPetroleum We thank National ConstructionAppreciationWeek 🚧,B
993,MarathonPetroCo,In honor National Truck Driver Appreciation Week meet Leo Marquez MPC lead transport driver recently named National AllStar “ In 40 years driving I never trucking accident More Leo ⤵,B
994,MarathonPetroCo,Looking news amp updates MPC Follow us here⤵️⤵️⤵️,B
995,MarathonPetroCo,Today honor remember nearly 3000 lives lost 20 years ago September 11 2001 We never forget tragic events took place resilience strength country PatriotDay 🇺🇸,B
996,MarathonPetroCo,All around country Marathon Petroleum employees making sure students A start school year MPCGives ProudToBeMPC Learn ⤵️,C
997,MarathonPetroCo,Marathon Petroleum ’ San Antonio Office participating LightsOutTexas initiative provide safe environment birds fall migration Learn ⤵️,B
998,MarathonPetroCo,⤵️⤵️⤵️,B
999,MarathonPetroCo,From Sheriff ’ Office receives donations Marathon Petroleum The donation help pay training personal professional breakthroughs officers September READ MORE ⤵️ via,B
1000,MarathonPetroCo,Marathons Anacortes WA refinery recently lauded city officials stepping forward chlorine shortage threatened local supply clean water FULL STORY ⤵️,B
1001,MarathonPetroCo,What weekend Toledo ’ 2021 SolheimCup 💯 Congratulations TeamEurope coming top exciting fashion earn 🏆 Incredible play around 🏌🏼‍♀️🏌🏼‍♀️🏌🏼‍♀️,B
1002,MarathonPetroCo,Congrats Europeans besting TeamUSA final day beautiful LaborDay 🏆 Great play around 💯💯💯,B
1003,MarathonPetroCo,MARATHON proud global sponsor Let ’ “ GET LOUD ” final day oneofakind competition🏌🏽‍♀️🏌🏼‍♀️ 🏆🏆🏆,B
1004,MarathonPetroCo,Wishing everyone safe happy LaborDay 🇺🇸,E
1005,MarathonPetroCo,LouisianaStrong 💛,B
1006,MarathonPetroCo,The hypeometer 💯 morning start 2021 🏌🏽‍♀️🏌🏼‍♀️🏌🏾‍♀️ TeamUSA,B
1007,MarathonPetroCo,It ’ mission 🚀 ’ proud apart MPCGives STEM,B
1008,MarathonPetroCo,This week thoughts continue impacted HurricaneIda We moving quickly provide resources employees neighbors Louisiana amp grateful everyone come together support complex response effort,B
1009,MarathonPetroCo,Latest Newsroom A MUST READ 🚂 “ It marked first time refinery members threeperson train crew women ” ProudToBeMPC FULL STORY ⤵️,B
1010,MarathonPetroCo,In honor WomensEqualityDay Marathon Petroleum recognizes outstanding women employees whose ideas hard work dedication every day help shape company culture contribute business success ProudToBeMPC,B
1011,MarathonPetroCo,Our team NorthDakota recently presented College BSC 20000 gift support school ’ energy department With matching donation ND Career Builders program 8 BSC students receive 5000 scholarship MPCGives MarathonPetroleum,B
1012,MarathonPetroCo,Latest Newsroom MarathonPetroleum partners DU restore natural habitat across state Utah MPCGives Sustainability LEARN MORE ⤵️,B
1013,MarathonPetroCo,Cheers Friday ’ We made 💯,B
1014,MarathonPetroCo,Volunteers PROMISE MarathonPetroleum Black Employee Network chapter Catlettsburg Kentucky teamed local organizations Unlimited Futures Inc All Here Together Productions Public Paint Day Huntington West Virginia,D
1015,MarathonPetroCo,It ’ WorldPhotographyDay📸 Our team MPCgtartists behind lens capturing work best practices experiences stories shared across company We appreciate dedication craft amp ability bring life,B
1016,MarathonPetroCo,Joining forces good ⤵️ Recently teams Marathon Pipe Line amp Marathons Louisiana refinery combined efforts ensure entire student body Central Primary School Gonzales LA funding needed help students become efficient computer users👍,B
1017,MarathonPetroCo,Good morning Happy Friday Time FuelUP ⛽️,C
1018,MarathonPetroCo,More 20000 donation College Mainland Texas City Texas ⤵️,B
1019,MarathonPetroCo,MV Marathon rolling Ohio river 📍Prospect KY near Louisville 🌆 MarathonPetroleum,B
1020,MarathonPetroCo,Today 811Day Give us hand safety remembering always Call811 business days starting digging project No project small EarningYourTrust MarathonPipeLine,B
1021,MarathonPetroCo,From ➡️Marathon Petroleum donates 200K scholarships supporting 100 students College The Mainland Texas City TX READ MORE ⤵️,B
1022,MarathonPetroCo,LATEST MPC Newsroom ⤵️ Healthcare Hero Mandan North Dakota refinery nurse makes mission trips serve others MPCGives ProudToBeMPC,A
1023,MarathonPetroCo,At MarathonPetroleum actively partner communities governments business partners find create shared values making positive difference together Were excited future holds MPCGives,B
1024,MarathonPetroCo,Its BACK 👏👏👏 Join Marathon Pipe Line amp next week 811 2nd Annual SpinToWin virtual event 🎉🎉🎉 Scan QR Code Join OhioStateFair 811Day,B
1025,MarathonPetroCo,Were sorry hear You call 18664627284 email us CustomerRelationscom,B
1026,MarathonPetroCo,Congratulations Autumn What honor💯 MarathonPetroleum ProudToBeMPC,B
1027,MarathonPetroCo,Recently members team Martinez CA hand ribboncutting ceremony following 25000 donation MPC made help start free summer camp local Boys amp Girls Club Contra Costa County MPCGives,B
1028,MarathonPetroCo,What pic 💯💯💯 Thanks sharing Partnerships MarathonPetroleum,B
1029,MarathonPetroCo,Great TEAMWORK display Were happy play small role prepping youngsters new school year Partnership MPCGives MarathonPetroleum,B
1030,MarathonPetroCo,Marathon ’ Paul G Blazer ⚓️ heading river morning Ohio River near Louisville KY 📸 Rich Ammon MarathonPetroleum TransportationServices,C
1031,MarathonPetroCo,Happy NationalInternDay This summer 180 students nearly 40 universities across country wrapping summer internshipscoops MPC Visit apply internshipcoop MPC 📽️ ⤵️⤵️⤵️,B
1032,MarathonPetroCo,What great photo Thanks sharing Bay Area LEEDS evident kids bright future ahead MPCGives FutureOfWork STEM,B
1033,MarathonPetroCo,Employee contractor volunteers MPCs Los Angeles refinery brought new life 112year old elementary school recently completing second beautification project campus LosAngeles FULL STORY ⤵️,B
1034,MarathonPetroCo,That You hard work though Proud support Partnership,C
1035,MarathonPetroCo,What story Walt Thank service number 1 2 Happy EARLY Birthday you🎉 HometownHero 🇺🇸🇺🇸🇺🇸,C
1036,MarathonPetroCo,We ❤️ These students challenging Robotics Summer Camp Diablo Valley College MPC proud cosponsor program Bay Area LEEDS links education economic development strategies Bay Area MPCGives STEM California,B
1037,MarathonPetroCo,When sun sets Galveston Bay refinery outside Houston Last year team saved 135 million gallons freshwater reducing amount needed operate emissions control system fluid catalytic cracking unit Sustainability 🌿,B
1038,MarathonPetroCo,Our team Salt Lake City proud partner Salt Lake City School District amp Salt Lake Education Foundation good prepare students future workforce opportunities Learn ⤵️,B
1039,MarathonPetroCo,It historic night campus Texas Tech University Health Services Center El Paso MPC proud part ElPasoStrong Read ⤵️,B
1040,MarathonPetroCo,Thank dedication country Roland HometownHERO 🇺🇸,B
1041,MarathonPetroCo,Great stuff Happy support Career Center Riverside High School El Paso,B
1042,MarathonPetroCo,Our team Marathons Mandan ND refinery recently headed ballpark home present two local 4H groups wchecks 3000 In addition Marathon purchased approx 180 tickets game groups members attend ⚾️ NorthDakota,B
1043,MarathonPetroCo,It ended early impacts 2021 Classic Presented felt years come MarathonClassic ⛳️ Read ⤵️,B
1044,MarathonPetroCo,Did knowgt The MarathonPipeLine MPL damage prevention team responds approx 185000 onecalls annually By calling 811 Guardian Public Safety Help protect amp community always calling 811 starting digging project Call811,B
1045,MarathonPetroCo,Our Kenova Terminal along beautiful Ohio River sits strategically OhioWest Virginia state line plays key role safely storing products transport multiple markets DidYouKnow MarathonPetroleum EnergydLeader,C
1046,MarathonPetroCo,Congratulations Nasa Hataoka 2021 Marathon Classic presented Dana 🏆 CHAMPION 🏆,B
1047,MarathonPetroCo,The weather sure ’ cooperate today ’ fourth final round ☔️⛳️☔️,B
1048,MarathonPetroCo,We winner ⤵️,B
1049,MarathonPetroCo,Round 2 2021 Marathon Classic Presented Dana books ⛳️🏌️‍♀️⛳️ Here four favorite shots todays play MarathonLPGAClassic,C
1050,WasteManagement,Hi thank reaching We ask visit website register supplier Please visit register today Have great day sc,B
1051,WasteManagement,Please reach future need assistance We need complete service address sent us via direct message However based pictures cans may waste provider rn,B
1052,WasteManagement,Hello sorry hear experience Will please Direct Message us complete service address look rn,B
1053,WasteManagement,Hello sorry hear service missed Will please Direct Message us complete service address still require assistance rn,C
1054,WasteManagement,Hello sorry hear service missed Will please Direct Message us complete service address still require assistance rn,C
1055,WasteManagement,Hello could play entire video Will please direct message us complete service address rn,C
1056,WasteManagement,Hello sorry hear service missed Will please Direct Message us complete service address still require assistance rn,C
1057,WasteManagement,You tagged Waste Management Is something help If yes please direct message us concerns rn,B
1058,WasteManagement,Hello sorry calendar may available yet We would happy look Will please private message us complete service address rn,C
1059,WasteManagement,Hello I believe moment wind turbine blades recyclable rn,C
1060,WasteManagement,Hello sorry hear yet receive cans Will please Direct Message us complete service address may look rn,C
1061,WasteManagement,Hello sorry hear yet receive cans Will please Direct Message us complete service address may look rn,C
1062,WasteManagement,Hello sorry see would happy review matter Would please direct message us complete service address would like assistance rn,C
1063,WasteManagement,We sorry hear experience If would like us look please direct message us complete service address rn,B
1064,WasteManagement,Hello sorry hear service concerns recycling pickup When moment please direct message us complete service address rb,C
1065,WasteManagement,Hello thank confirming us hope wonderful rest day weekend rb,B
1066,WasteManagement,Hello understand billing frustrating Please direct message us complete service address take close look billing Thank dm,D
1067,WasteManagement,Hello understand frustration thank letting us know full If possible private message us location dumpsters work immediately Thank dm,B
1068,WasteManagement,Hello understand missed service frustrating You connected Corporate office follow confirm service completed Thank sr,C
1069,WasteManagement,Hello know delay frustrating If would like us look please direct message us complete service address Thank dm,B
1070,WasteManagement,Hello sorry hear service concerns trash pickup difficulties When moment please direct message us complete service address rb,C
1071,WasteManagement,Hello sorry hear service concerns pickups late When moment please direct message us complete service address rb,A-
1072,WasteManagement,Hello would happy assist When moment please direct message us complete service address concerns may rb,A-
1073,WasteManagement,Hello I know service misses frustrating Please direct message us complete service address look Thank dm,B
1074,WasteManagement,Hello course Andrea We understand frustrating actively reviewing ensure pickup tomorrow takes place Once update notified rb,B
